12: 47, 41, 57, 31, 29, 61
13: 6, 20, 33, 10, 29, 23
14: 63, 5, 50, 28, 57, 27
15: 6, 33, 12, 43, 61, 15
16: 24, 10, 38, 20, 17, 18
17: 15, 20, 2, 57, 55, 25
18: 18, 53, 46, 11, 0, 50
19: 47, 61, 53, 4, 14, 9
20: 40, 53, 50, 7, 44, 25
21: 30, 55, 48, 25, 13, 61
22: 50, 8, 60, 5, 44, 21
23: 38, 33, 57, 46, 51, 23
24: 5, 61, 51, 36, 60, 63
25: 10, 1, 45, 29, 54, 23
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 20, 60, 62, 55, 8, 26
2: 59, 36, 24, 28, 17, 51
3: 13, 9, 62, 15, 7, 22
4: 29, 59, 57, 45, 26, 13
5: 41, 10, 15, 63, 27, 35
6: 6, 56, 35, 37, 33, 39
7: 8, 12, 16, 41, 50, 33
8: 33, 6, 46, 8, 17, 2
9: 46, 50, 53, 25, 38, 61
10: 59, 41, 33, 39, 50, 12
11: 62, 28, 43, 34, 55, 63
12: 12, 48, 49, 41, 28, 30
13: 6, 33, 20, 23, 37, 57
14: 63, 5, 43, 53, 50, 57
15: 6, 8, 4, 15, 23, 33
16: 24, 10, 20, 22, 17, 38
17: 57, 2, 15, 17, 25, 36
18: 18, 0, 57, 46, 30, 53
19: 61, 47, 14, 56, 17, 9
20: 4, 53, 12, 44, 50, 7
21: 48, 30, 25, 53, 42, 55
22: 9, 50, 61, 21, 5, 34
23: 57, 50, 10, 51, 54, 16
24: 61, 5, 51, 36, 16, 50
25: 1, 10, 44, 45, 28, 9
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 21, 8, 39, 6, 18, 45
2: 33, 7, 63, 14, 42, 57
3: 49, 29, 14, 3, 24, 33
4: 11, 15, 19, 37, 25, 46
5: 35, 16, 34, 44, 49, 30
6: 15, 4, 63, 29, 14, 21
7: 11, 47, 23, 39, 46, 29
8: 13, 11, 2, 28, 61, 40
9: 55, 30, 6, 39, 4, 23
10: 10, 47, 33, 45, 20, 59
11: 62, 27, 40, 16, 61, 1
12: 31, 8, 22, 33, 52, 16
13: 35, 20, 24, 61, 62, 6
14: 5, 37, 47, 59, 48, 39
15: 43, 25, 7, 1, 12, 36
16: 20, 18, 60, 6, 5, 25
17: 24, 30, 46, 7, 9, 45
18: 11, 19, 14, 0, 49, 50
19: 12, 4, 57, 9, 29, 35
20: 55, 4, 21, 50, 57, 41
21: 53, 25, 48, 10, 56, 51
22: 42, 61, 8, 9, 20, 49
23: 10, 14, 46, 33, 45, 54
24: 7, 23, 36, 8, 53, 52
25: 6, 28, 31, 17, 52, 11
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 50, 45, 27, 55, 56, 52
2: 19, 0, 9, 34, 15, 45
3: 9, 4, 18, 15, 54, 62
4: 51, 42, 26, 59, 29, 45
5: 10, 63, 15, 33, 56, 55
6: 6, 42, 23, 33, 61, 55
7: 52, 63, 32, 16, 50, 12
8: 63, 8, 33, 50, 40, 2
9: 55, 50, 61, 30, 25, 13
10: 59, 12, 10, 33, 26, 19
11: 62, 34, 4, 40, 32, 19
12: 43, 12, 31, 2, 28, 47
13: 1, 26, 6, 33, 20, 32
14: 63, 5, 53, 13, 43, 36
15: 2, 33, 23, 6, 61, 52
16: 20, 10, 35, 52, 29, 24
17: 2, 57, 53, 15, 32, 24
18: 18, 0, 30, 6, 23, 32
19: 61, 34, 29, 17, 58, 12
20: 4, 12, 32, 7, 28, 15
21: 25, 61, 42, 48, 53, 30
22: 61, 50, 6, 46, 8, 0
23: 50, 16, 57, 33, 62, 54
24: 50, 61, 16, 36, 60, 25
25: 10, 63, 59, 44, 9, 23
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 56, 30, 7, 8, 20, 40
2: 63, 33, 60, 42, 57, 7
3: 3, 10, 17, 29, 38, 40
4: 1, 46, 14, 62, 48, 2
5: 13, 34, 44, 35, 9, 54
6: 32, 4, 29, 48, 13, 3
7: 11, 39, 27, 24, 47, 49
8: 13, 11, 30, 2, 24, 4
9: 55, 7, 60, 4, 34, 26
10: 16, 10, 49, 33, 25, 42
11: 59, 42, 62, 49, 40, 58
12: 33, 22, 31, 62, 52, 23
13: 24, 26, 63, 61, 15, 22
14: 46, 5, 55, 59, 48, 19
15: 26, 36, 40, 14, 1, 32
16: 20, 61, 40, 60, 32, 35
17: 24, 45, 10, 2, 30, 58
18: 49, 14, 2, 58, 7, 63
19: 12, 35, 39, 42, 57, 17
20: 4, 41, 21, 18, 55, 60
21: 25, 10, 41, 48, 53, 60
22: 8, 61, 6, 9, 58, 49
23: 46, 33, 10, 50, 14, 34
24: 36, 23, 16, 50, 53, 8
25: 6, 28, 17, 31, 3, 38
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 55, 27, 25, 9, 43, 20
2: 19, 34, 47, 24, 36, 46
3: 18, 9, 13, 1, 51, 45
4: 42, 29, 57, 51, 59, 26
5: 10, 56, 33, 15, 53, 26
6: 61, 6, 55, 23, 35, 33
7: 11, 52, 12, 32, 16, 50
8: 63, 50, 8, 31, 33, 34
9: 55, 61, 47, 53, 50, 0
10: 59, 50, 12, 10, 41, 27
11: 34, 62, 32, 40, 43, 4
12: 43, 12, 31, 2, 47, 41
13: 32, 33, 6, 26, 22, 20
14: 5, 53, 63, 43, 17, 57
15: 23, 2, 33, 6, 49, 61
16: 10, 20, 24, 35, 29, 52
17: 2, 57, 53, 15, 38, 36
18: 32, 18, 17, 23, 0, 63
19: 58, 61, 17, 1, 60, 47
20: 10, 4, 32, 50, 7, 44
21: 42, 1, 25, 53, 61, 48
22: 6, 61, 0, 50, 25, 8
23: 16, 50, 9, 40, 57, 54
24: 50, 16, 61, 52, 60, 40
25: 10, 44, 59, 63, 9, 1
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 20, 7, 33, 32, 8, 39
2: 33, 1, 60, 59, 37, 44
3: 14, 24, 3, 32, 8, 49
4: 19, 11, 40, 6, 4, 62
5: 35, 34, 13, 16, 42, 4
6: 4, 63, 15, 41, 29, 14
7: 11, 47, 63, 39, 2, 35
8: 28, 61, 2, 11, 52, 24
9: 6, 60, 55, 51, 23, 4
10: 18, 10, 59, 27, 49, 47
11: 27, 40, 62, 32, 15, 3
12: 31, 3, 63, 12, 62, 38
13: 24, 6, 14, 36, 5, 16
14: 23, 37, 31, 45, 10, 5
15: 37, 49, 39, 17, 55, 1
16: 20, 19, 61, 55, 57, 30
17: 24, 28, 35, 46, 27, 45
18: 19, 36, 44, 5, 32, 11
19: 29, 12, 8, 62, 57, 39
20: 51, 21, 4, 55, 18, 10
21: 48, 25, 60, 53, 6, 38
22: 61, 8, 58, 54, 46, 14
23: 10, 46, 13, 33, 14, 58
24: 23, 36, 47, 7, 62, 52
25: 28, 17, 6, 46, 3, 31
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 52, 36, 44, 43, 4, 55
2: 8, 4, 0, 19, 1, 46
3: 18, 9, 51, 5, 13, 34
4: 51, 45, 26, 42, 59, 29
5: 48, 10, 63, 60, 15, 26
6: 23, 61, 6, 15, 21, 39
7: 58, 32, 50, 11, 16, 12
8: 63, 31, 50, 0, 33, 8
9: 55, 50, 47, 30, 61, 53
10: 59, 12, 41, 50, 33, 54
11: 34, 62, 19, 4, 1, 43
12: 12, 47, 49, 61, 41, 43
13: 20, 26, 33, 6, 45, 32
14: 63, 53, 0, 57, 10, 34
15: 6, 61, 23, 7, 52, 40
16: 20, 10, 24, 38, 46, 32
17: 2, 15, 57, 60, 31, 34
18: 32, 63, 18, 50, 53, 23
19: 9, 61, 17, 58, 1, 56
20: 53, 32, 15, 4, 7, 10
21: 30, 55, 42, 1, 13, 61
22: 50, 6, 5, 0, 8, 25
23: 16, 56, 50, 57, 33, 25
24: 5, 50, 16, 60, 25, 61
25: 10, 44, 58, 29, 59, 63
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 8, 30, 7, 31, 33, 1
2: 1, 63, 33, 14, 44, 60
3: 3, 17, 10, 34, 23, 14
4: 1, 46, 14, 62, 48, 28
5: 13, 34, 44, 35, 42, 20
6: 32, 4, 29, 20, 48, 13
7: 39, 11, 24, 27, 47, 15
8: 13, 11, 24, 30, 2, 4
9: 55, 60, 4, 7, 30, 34
10: 49, 10, 18, 16, 20, 14
11: 62, 2, 59, 40, 42, 58
12: 22, 31, 33, 16, 52, 18
13: 24, 26, 15, 63, 61, 35
14: 46, 55, 5, 59, 48, 20
15: 36, 26, 40, 39, 44, 1
16: 20, 61, 40, 60, 18, 6
17: 24, 10, 45, 30, 46, 7
18: 49, 14, 2, 58, 7, 11
19: 12, 42, 39, 35, 57, 27
20: 21, 4, 55, 41, 18, 60
21: 25, 48, 10, 41, 60, 53
22: 8, 61, 6, 42, 58, 9
23: 10, 46, 33, 34, 54, 45
24: 23, 36, 50, 7, 16, 29
25: 6, 28, 17, 52, 38, 31
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 25, 45, 55, 26, 43, 13
2: 19, 47, 0, 15, 62, 34
3: 9, 60, 45, 5, 62, 15
4: 59, 51, 29, 26, 63, 42
5: 56, 10, 33, 15, 53, 63
6: 6, 55, 33, 19, 56, 35
7: 16, 8, 50, 38, 17, 41
8: 6, 8, 43, 46, 33, 63
9: 46, 55, 38, 41, 3, 53
10: 10, 59, 50, 55, 30, 18
11: 62, 43, 34, 28, 40, 4
12: 12, 48, 41, 30, 31, 38
13: 33, 37, 30, 57, 40, 19
14: 5, 33, 12, 53, 28, 43
15: 16, 13, 15, 6, 4, 39
16: 10, 24, 20, 50, 17, 62
17: 2, 57, 56, 40, 15, 25
18: 18, 46, 21, 9, 63, 60
19: 17, 61, 52, 47, 32, 54
20: 50, 4, 32, 44, 22, 7
21: 25, 53, 55, 42, 45, 48
22: 50, 61, 6, 9, 21, 60
23: 50, 25, 57, 38, 23, 54
24: 16, 25, 28, 51, 61, 60
25: 10, 18, 28, 1, 9, 45
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 62, 4, 55, 27, 0, 5
2: 57, 60, 42, 7, 34, 59
3: 18, 62, 9, 4, 46, 54
4: 6, 51, 4, 59, 29, 26
5: 48, 10, 35, 22, 15, 36
6: 23, 4, 55, 6, 33, 19
7: 4, 11, 32, 50, 16, 20
8: 63, 43, 31, 33, 8, 15
9: 47, 53, 55, 23, 4, 36
10: 54, 41, 12, 50, 10, 56
11: 34, 62, 51, 35, 43, 45
12: 12, 47, 41, 30, 61, 31
13: 26, 33, 23, 32, 37, 6
14: 63, 1, 57, 12, 53, 0
15: 14, 6, 2, 61, 34, 15
16: 20, 24, 10, 50, 32, 52
17: 2, 15, 57, 28, 56, 34
18: 32, 63, 18, 53, 34, 37
19: 1, 52, 61, 17, 58, 16
20: 32, 50, 10, 7, 15, 16
21: 55, 59, 42, 1, 61, 12
22: 0, 6, 50, 25, 34, 10
23: 16, 57, 50, 25, 29, 44
24: 50, 61, 16, 25, 40, 60
25: 10, 44, 23, 59, 18, 58
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 30, 7, 33, 8, 31, 40
2: 33, 63, 60, 42, 57, 1
3: 3, 10, 17, 38, 14, 25
4: 46, 1, 14, 48, 50, 43
5: 13, 44, 54, 34, 20, 42
6: 32, 4, 20, 29, 13, 48
7: 39, 11, 27, 24, 15, 47
8: 13, 11, 30, 43, 2, 24
9: 55, 7, 4, 60, 34, 26
10: 10, 49, 16, 42, 25, 20
11: 59, 58, 62, 2, 42, 40
12: 62, 33, 31, 22, 32, 23
13: 24, 26, 63, 36, 15, 35
14: 46, 55, 59, 14, 5, 11
15: 14, 26, 36, 32, 57, 1
16: 20, 61, 40, 60, 54, 35
17: 24, 2, 45, 10, 30, 23
18: 49, 14, 7, 2, 10, 58
19: 12, 42, 34, 17, 5, 9
20: 32, 60, 21, 4, 41, 18
21: 41, 48, 25, 10, 53, 52
22: 61, 6, 9, 50, 58, 55
23: 46, 14, 50, 36, 21, 13
24: 16, 53, 38, 50, 54, 24
25: 6, 28, 23, 18, 38, 31
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 52, 8, 60, 26, 43, 4
2: 0, 22, 52, 15, 19, 49
3: 18, 9, 12, 51, 50, 35
4: 42, 26, 1, 29, 45, 27
5: 63, 33, 10, 56, 60, 61
6: 42, 47, 33, 23, 39, 48
7: 32, 39, 50, 58, 22, 62
8: 40, 63, 15, 44, 39, 33
9: 47, 4, 16, 53, 55, 13
10: 12, 10, 33, 54, 41, 5
11: 34, 4, 59, 62, 45, 40
12: 61, 31, 23, 33, 16, 46
13: 48, 26, 63, 24, 45, 15
14: 0, 55, 46, 59, 14, 19
15: 26, 36, 14, 6, 44, 33
16: 10, 20, 60, 40, 61, 32
17: 2, 45, 10, 57, 50, 58
18: 49, 63, 14, 32, 34, 2
19: 34, 1, 12, 42, 52, 17
20: 12, 16, 7, 32, 27, 8
21: 59, 41, 55, 44, 7, 12
22: 46, 6, 50, 0, 39, 7
23: 16, 50, 51, 46, 25, 21
24: 16, 50, 25, 46, 61, 60
25: 63, 44, 23, 58, 6, 9
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 20, 32, 59, 10, 41, 35
2: 33, 1, 55, 39, 6, 59
3: 63, 61, 36, 32, 59, 23
4: 43, 31, 28, 1, 50, 48
5: 46, 22, 2, 49, 7, 6
6: 4, 47, 42, 48, 29, 44
7: 15, 0, 47, 9, 27, 11
8: 2, 11, 13, 44, 40, 30
9: 7, 36, 6, 9, 26, 55
10: 56, 35, 10, 16, 49, 33
11: 59, 62, 40, 58, 42, 21
12: 18, 31, 32, 1, 33, 22
13: 36, 24, 38, 63, 26, 55
14: 38, 35, 59, 14, 5, 46
15: 14, 44, 36, 4, 26, 32
16: 61, 20, 47, 35, 25, 54
17: 22, 24, 30, 7, 11, 58
18: 7, 14, 47, 55, 49, 5
19: 12, 38, 27, 57, 9, 20
20: 21, 4, 52, 13, 55, 23
21: 53, 41, 25, 26, 48, 18
22: 58, 9, 61, 8, 49, 5
23: 46, 53, 2, 8, 30, 32
24: 31, 7, 41, 35, 38, 24
25: 6, 28, 17, 21, 60, 31
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 4, 51, 8, 43, 57, 42
2: 0, 50, 15, 47, 13, 54
3: 9, 60, 50, 55, 40, 54
4: 51, 26, 57, 29, 52, 34
5: 63, 56, 10, 41, 39, 60
6: 33, 23, 47, 42, 43, 35
7: 6, 32, 7, 38, 10, 26
8: 63, 15, 33, 6, 40, 43
9: 47, 4, 53, 23, 0, 13
10: 54, 12, 33, 5, 27, 10
11: 35, 4, 34, 3, 62, 61
12: 43, 12, 61, 59, 31, 47
13: 1, 58, 43, 6, 38, 22
14: 7, 0, 59, 35, 27, 57
15: 55, 30, 38, 63, 44, 5
16: 16, 9, 33, 61, 10, 5
17: 55, 2, 26, 27, 62, 16
18: 59, 37, 56, 32, 1, 39
19: 34, 58, 40, 25, 60, 31
20: 7, 43, 48, 20, 58, 63
21: 37, 28, 59, 53, 1, 19
22: 24, 63, 5, 32, 8, 0
23: 40, 38, 11, 22, 12, 42
24: 50, 37, 63, 14, 40, 34
25: 63, 9, 42, 57, 34, 21
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 11, 48, 30, 53, 15, 8
2: 12, 33, 54, 21, 36, 30
3: 37, 3, 42, 34, 17, 45
4: 6, 63, 28, 24, 46, 50
5: 49, 53, 56, 46, 10, 6
6: 33, 4, 47, 23, 29, 42
7: 7, 39, 20, 10, 15, 4
8: 2, 43, 15, 61, 17, 52
9: 34, 23, 53, 60, 18, 7
10: 10, 58, 56, 50, 33, 35
11: 33, 62, 16, 52, 15, 40
12: 31, 32, 62, 5, 22, 30
13: 24, 36, 55, 11, 61, 12
14: 59, 5, 52, 14, 46, 11
15: 14, 4, 44, 32, 25, 37
16: 20, 54, 10, 25, 61, 24
17: 24, 7, 27, 13, 2, 30
18: 0, 8, 18, 35, 49, 21
19: 12, 38, 57, 4, 17, 9
20: 4, 21, 55, 32, 44, 50
21: 53, 51, 25, 48, 29, 52
22: 9, 61, 8, 50, 20, 55
23: 10, 46, 27, 57, 62, 12
24: 58, 7, 61, 16, 20, 52
25: 17, 28, 10, 1, 6, 50
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 31, 57, 8, 4, 43, 50
2: 62, 46, 47, 8, 15, 63
3: 48, 0, 60, 21, 46, 5
4: 38, 60, 34, 29, 3, 18
5: 63, 47, 8, 54, 20, 18
6: 42, 39, 1, 48, 47, 22
7: 6, 18, 46, 11, 24, 32
8: 63, 54, 52, 40, 39, 0
9: 44, 45, 62, 13, 22, 23
10: 9, 42, 41, 27, 47, 54
11: 17, 35, 4, 43, 10, 20
12: 47, 29, 56, 33, 38, 59
13: 10, 6, 58, 29, 36, 1
14: 27, 47, 46, 28, 7, 57
15: 47, 36, 40, 0, 14, 55
16: 63, 15, 61, 41, 18, 16
17: 0, 62, 26, 45, 16, 24
18: 46, 30, 35, 18, 59, 61
19: 24, 23, 9, 27, 2, 35
20: 15, 22, 43, 41, 36, 55
21: 1, 15, 10, 18, 54, 58
22: 8, 24, 60, 20, 63, 11
23: 23, 6, 7, 22, 40, 11
24: 37, 50, 14, 18, 34, 3
25: 10, 2, 1, 40, 12, 44
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 5, 33, 63, 32, 10, 46
2: 57, 61, 42, 7, 60, 59
3: 58, 14, 0, 7, 60, 63
4: 19, 9, 34, 29, 25, 38
5: 38, 35, 18, 3, 44, 21
6: 4, 19, 15, 14, 37, 6
7: 33, 63, 41, 47, 45, 10
8: 46, 33, 8, 2, 43, 38
9: 46, 0, 23, 25, 41, 45
10: 59, 10, 27, 35, 55, 56
11: 56, 62, 43, 16, 21, 54
12: 0, 30, 34, 49, 1, 31
13: 42, 10, 6, 55, 26, 8
14: 20, 5, 12, 38, 52, 40
15: 28, 8, 27, 57, 45, 32
16: 3, 30, 20, 26, 24, 13
17: 30, 11, 51, 47, 45, 24
18: 0, 55, 19, 7, 5, 18
19: 56, 4, 20, 53, 63, 57
20: 57, 4, 55, 42, 53, 44
21: 29, 23, 53, 25, 60, 33
22: 61, 47, 51, 12, 16, 20
23: 2, 36, 46, 18, 10, 17
24: 9, 45, 62, 3, 5, 7
25: 47, 17, 55, 5, 54, 40
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 56, 24, 8, 53, 29, 49
2: 9, 34, 57, 53, 4, 51
3: 58, 52, 4, 47, 37, 56
4: 9, 23, 29, 58, 17, 25
5: 58, 49, 38, 60, 35, 51
6: 49, 19, 61, 4, 10, 58
7: 33, 52, 54, 63, 4, 48
8: 34, 2, 46, 33, 40, 8
9: 25, 46, 23, 54, 45, 47
10: 52, 26, 59, 41, 36, 56
11: 62, 34, 43, 51, 16, 54
12: 30, 43, 50, 20, 34, 12
13: 26, 6, 23, 22, 7, 20
14: 5, 63, 29, 12, 40, 20
15: 33, 21, 53, 8, 44, 6
16: 52, 35, 0, 10, 24, 30
17: 4, 11, 2, 15, 31, 39
18: 47, 18, 0, 28, 63, 31
19: 4, 56, 33, 21, 17, 52
20: 28, 32, 7, 15, 59, 4
21: 55, 61, 50, 30, 63, 53
22: 44, 28, 6, 61, 18, 50
23: 17, 50, 57, 44, 51, 29
24: 13, 50, 25, 16, 55, 5
25: 18, 10, 23, 5, 54, 14
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 7, 8, 56, 31, 20, 33
2: 60, 53, 51, 63, 37, 27
3: 3, 0, 10, 25, 17, 42
4: 1, 14, 46, 62, 48, 25
5: 13, 34, 44, 49, 42, 54
6: 32, 4, 29, 48, 20, 13
7: 39, 11, 27, 24, 47, 15
8: 13, 11, 30, 39, 2, 4
9: 55, 7, 4, 34, 60, 13
10: 10, 49, 16, 20, 42, 25
11: 59, 62, 2, 40, 42, 16
12: 31, 22, 62, 33, 18, 52
13: 63, 26, 24, 15, 55, 22
14: 46, 55, 59, 5, 19, 8
15: 36, 26, 44, 25, 1, 14
16: 30, 61, 20, 25, 60, 40
17: 45, 47, 10, 2, 7, 58
18: 49, 14, 0, 35, 7, 2
19: 12, 57, 39, 42, 35, 38
20: 57, 41, 4, 55, 18, 27
21: 41, 53, 25, 22, 10, 3
22: 6, 8, 61, 16, 10, 34
23: 46, 36, 50, 27, 51, 18
24: 46, 16, 45, 20, 9, 15
25: 17, 6, 54, 58, 23, 27
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 52, 60, 57, 55, 22, 43
2: 0, 19, 22, 15, 24, 46
3: 18, 9, 1, 60, 51, 40
4: 42, 29, 26, 1, 57, 59
5: 63, 33, 56, 10, 47, 61
6: 42, 47, 6, 33, 39, 48
7: 32, 8, 33, 46, 50, 12
8: 40, 39, 15, 30, 33, 44
9: 13, 25, 4, 16, 0, 47
10: 12, 59, 10, 19, 33, 27
11: 34, 4, 62, 59, 40, 31
12: 61, 16, 31, 33, 23, 55
13: 48, 26, 63, 15, 45, 22
14: 55, 0, 46, 59, 38, 57
15: 26, 36, 6, 40, 33, 61
16: 10, 61, 30, 32, 20, 40
17: 45, 2, 10, 57, 50, 58
18: 49, 14, 63, 0, 2, 50
19: 34, 1, 42, 39, 12, 17
20: 41, 12, 7, 32, 16, 62
21: 59, 41, 12, 42, 55, 61
22: 6, 8, 10, 0, 50, 44
23: 16, 50, 46, 51, 14, 19
24: 16, 45, 50, 61, 25, 46
25: 23, 6, 54, 63, 44, 1
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 20, 59, 32, 41, 10, 35
2: 1, 33, 55, 59, 36, 6
3: 63, 61, 36, 32, 40, 59
4: 50, 43, 1, 28, 62, 31
5: 46, 22, 2, 49, 7, 61
6: 42, 47, 4, 48, 29, 44
7: 15, 0, 9, 47, 27, 49
8: 2, 11, 40, 13, 30, 44
9: 7, 25, 36, 4, 9, 13
10: 35, 10, 16, 56, 49, 33
11: 59, 62, 40, 42, 33, 21
12: 18, 31, 33, 1, 22, 32
13: 38, 63, 55, 24, 26, 36
14: 38, 5, 35, 59, 46, 14
15: 36, 44, 26, 11, 25, 4
16: 61, 30, 25, 47, 20, 36
17: 22, 30, 45, 24, 47, 7
18: 7, 14, 47, 0, 49, 55
19: 12, 57, 38, 27, 20, 9
